id|identifier|fullName|otherNames|legalForm|predecessor|successor|address|buildingNumber|street|municipality|postalCodes|country|establishmentDate|terminationDate
9371189|17058520|Štátna ochrana prírody Slovenskej republiky||Príspevková organizácia|||Banská Bystrica, Tajovského 14440/28B, časť obce: Banská Bystrica, 97409, Slovenská republika|28B|Tajovského|Banská Bystrica|['97409']|Slovenská republika|2006-07-01|
439651|36019208|INMEDIA, spol. s r.o.||Spoločnosť s ručením obmedzeným||||11|Námestie SNP|Zvolen|['96001']|Slovenská republika|1997-03-25|
1072587|36599361|Východoslovenská distribučná, a.s.||Akciová spoločnosť||||31|Mlynská|Košice|['04291']|Slovenská republika|2005-11-04|
274192|36553859|ALEX kovový a školský nábytok s.r.o.||Spoločnosť s ručením obmedzeným||||870|Hadovská|Komárno|['94501']|Slovenská republika|2003-08-13|
10904852|52829804|MD poradenstvo s. r. o.||Spoločnosť s ručením obmedzeným||||258|Čierne nad Topľou|Čierne nad Topľou|['09434']|Slovenská republika|2019-12-19|
619802|31725210|AGRATECH s.r.o.||Spoločnosť s ručením obmedzeným||||1347|Mlynská|Vranov nad Topľou|['09301']|Slovenská republika|1996-04-04|
633124|46481192|Michal Maselko s.r.o.||Spoločnosť s ručením obmedzeným||||451/5|Slnečná|Vranov nad Topľou|['09301']|Slovenská republika|2012-01-01|
1008714|36291111|Doplnková dôchodková spoločnosť Tatra banky, a.s.||Akciová spoločnosť|||||Hodžovo námestie 3|Bratislava|['81106']|Slovenská republika|2006-04-10|
10011761|52558541|K&P Solvers s. r. o.||Spoločnosť s ručením obmedzeným||||2567/5|Laca Novomeského|Bardejov|['085 01']|Slovenská republika|2019-08-14|
1072782|31651518|EUROVIA SK, a.s.||Akciová spoločnosť||||66|Osloboditeľov|Košice|['04017']|Slovenská republika|1992-05-01|
2702798|44075162|Ing. Mikuláš Bodnár||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||57|Mlynská|Vranov nad Topľou|['09301']|Slovenská republika|2008-04-05|
9371564|00332488|Obec Komárany||Obec (obecný úrad), mesto (mestský úrad)|||Komárany, Komárany 136|136|Komárany|Komárany|['09301']|Slovenská republika|1973-07-01|
634572|36486485|MOUREZ s.r.o. Vranov n.T.||Spoločnosť s ručením obmedzeným||||2800/39B|B. Němcovej|Vranov nad Topľou|['09301']|Slovenská republika|2003-06-20|
6986530|50313177|Ján Hlisnikowski||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||38|Jána Lačeka|Spišské Bystré|['05918']|Slovenská republika|2016-05-01|
9372595|00332810|Obec Sačurov||Obec (obecný úrad), mesto (mestský úrad)|||Sačurov, Ul. osloboditeľov 385|385|Ul. osloboditeľov|Sačurov|['09413']|Slovenská republika|1973-07-01|
775841|36216402|3H MOBIL s.r.o.||Spoločnosť s ručením obmedzeným||||28/A|Moldavská cesta|Košice - mestská časť Juh|['040 01']|Slovenská republika|2002-09-20|
722186|47136201|DREVOKOM SLOVAKIA s.r.o.||Spoločnosť s ručením obmedzeným||||314||Čičava|['09301']|Slovenská republika|2013-04-24|
673547|36481891|KOVTEX, s.r.o.||Spoločnosť s ručením obmedzeným||||346/45|Slovenská|Hanušovce nad Topľou|['09431']|Slovenská republika|2002-10-01|
548791|36280712|Innovatrics, s.r.o.||Spoločnosť s ručením obmedzeným||||82|Pri vinohradoch|Bratislava|['83106']|Slovenská republika|2006-02-17|
9843518|52283208|Nadácia PSK pre podporu rodiny||Nadácia||||2|Námestie mieru|Prešov|['08001']|Slovenská republika|2019-03-14|
15639482|53687086|SAM-STAVEBNINY s. r. o.||Spoločnosť s ručením obmedzeným||||100|Hlavná|Dlhé Klčovo|['094 13']|Slovenská republika|2021-04-08|
1190572|33867551|Jozef Iľko - STAVEBNÁ FIRMA IĽKO||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||10B|Cukrovarská|Trebišov|['07501']|Slovenská republika|1994-11-01|
4749519|37857690|ELEKOS||Záujmové združenie právnických osôb||||44|Párovská|Nitra|['94901']|Slovenská republika|2007-08-14|
667203|36453528|SALDO-AUDIT Vranov, s.r.o.||Spoločnosť s ručením obmedzeným||||1236|Duklianských hrdinov|Vranov nad Topľou|['09301']|Slovenská republika|1998-01-26|
1005157|31402828|Schindler výťahy a eskalátory a.s.||Akciová spoločnosť||||8|Karadžičova|Bratislava|['82108']|Slovenská republika|1995-09-27|
831570|43787304|EKONAUDIT SERVICES, s.r.o.||Spoločnosť s ručením obmedzeným||||47|Nálepkova|Smižany|['05311']|Slovenská republika|2007-11-03|
505250|36415685|MERKUR SLOVAKIA, s.r.o.||Spoločnosť s ručením obmedzeným||||4554/6|Kamenné pole|Liptovský Mikuláš|['03101']|Slovenská republika|2004-01-27|
4622423|42262801|Nadácia Centra pre filantropiu||Nadácia||||5|Baštová|Bratislava - mestská časť Staré Mesto|['81103']|Slovenská republika|2012-05-25|
4698351|45745331|SPIRIT n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||4|Domašská|Vranov nad Topľou|['09302']|Slovenská republika|2015-01-21|
14694986|||||||||||||1993-09-29|2022-05-31
816271|46919805|TOPSET Solutions s. r. o.||Spoločnosť s ručením obmedzeným||||2366/25B|Hollého|Stupava|['90031']|Slovenská republika|2012-11-24|
4587620|00178454|Slovenský ochranný zväz autorský pre práva k hudobným dielam||Združenie (zväz, spolok, spoločnosť, klub ai.)||||3|Rastislavova|Bratislava - mestská časť Ružinov|['82108']|Slovenská republika|1992-05-21|
446496|36041688|MADE spol. s r.o.||Spoločnosť s ručením obmedzeným||||14A|Hurbanova|Banská Bystrica|['97401']|Slovenská republika|2000-05-17|
4593294|31955894|"ŠK ""THYMALLUS"" pri MO SRZ Vranov n. T."||Združenie (zväz, spolok, spoločnosť, klub ai.)||||12|Štúrova|Vranov nad Topľou|['09301']|Slovenská republika|1994-02-04|
788518|31666108|IFOsoft s.r.o.||Spoločnosť s ručením obmedzeným||||36|Sabinovská|Prešov|['08001']|Slovenská republika|1993-01-22|
4669676|36162469|Mestský športový klub Vranov nad Topľou||Združenie (zväz, spolok, spoločnosť, klub ai.)||||1|Dr. C. Daxnera|Vranov nad Topľou|['09301']|Slovenská republika|1998-05-27|
752371|45366292|INGPRO spol. s r.o.||Spoločnosť s ručením obmedzeným||||258/23|Viničná|Vranov nad Topľou|['09301']|Slovenská republika|2010-01-16|
9370374|00332291|Obec Čaklov||Obec (obecný úrad), mesto (mestský úrad)|||Čaklov, Čaklov 116|116|Čaklov|Čaklov|['09435']|Slovenská republika|1973-07-01|
9388495|00002801|Slovenská inovačná a energetická agentúra||Príspevková organizácia|||Bratislava - mestská časť Ružinov, Bajkalská 1467/27, 82799, Slovenská republika|27|Bajkalská|Bratislava - mestská časť Ružinov|['82799']|Slovenská republika|1976-01-01|
9371448|00323748|Obec Veľopolie||Obec (obecný úrad), mesto (mestský úrad)|||Veľopolie, Veľopolie 78|78|Veľopolie|Veľopolie|['06731']|Slovenská republika|1973-07-01|
17667523|56117361|Mgr. Daniela Jakubčinová||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||100|Slanská|Vechec|['09412']|Slovenská republika|2024-03-18|
7128169|50346831|NOBET INVEST s. r. o.||Spoločnosť s ručením obmedzeným||||292|Tehelná|Vranov nad Topľou|['09303']|Slovenská republika|2016-06-03|
9369795|00304743|Obec Gajary||Obec (obecný úrad), mesto (mestský úrad)|||Gajary, Hlavná 67/105, 90061, Slovenská republika|105|Hlavná|Gajary|['90061']|Slovenská republika|1973-07-01|
9372915|00332861|Obec Soľ||Obec (obecný úrad), mesto (mestský úrad)|||Soľ, Soľ 161, 09435, Slovenská republika|161|Soľ|Soľ|['09435']|Slovenská republika|1973-07-01|
4726603|37884867|Nadácia CHEMOSVIT||Nadácia||||101|Štúrova|Svit|['05921']|Slovenská republika|2003-08-01|
485392|36799262|K3 GROUP, s. r. o.||Spoločnosť s ručením obmedzeným||||43/334|Horná Trnovská|Žilina - Trnové|['01001']|Slovenská republika|2007-06-30|
926188|36572152|HO - ST, s.r.o.||Spoločnosť s ručením obmedzeným||||1626/13|Pri Teleku|Košice|['04018']|Slovenská republika|2003-07-23|
647185|45853240|DD - ARCH, s.r.o.||Spoločnosť s ručením obmedzeným||||1836/25|Hencovská|Hencovce|['09302']|Slovenská republika|2011-02-17|
17040149|55462456|RONY s.r.o.||Spoločnosť s ručením obmedzeným||||680/7|Buzulucká|Košice - mestská časť Dargovských hrdinov|['04022']|Slovenská republika|2023-06-06|
2759866|10805672|Ing. Anton Pavúk||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Nižný Hrabovec|['09421']|Slovenská republika|1992-06-09|
944945|47256125|EUFC SK s. r. o.||Spoločnosť s ručením obmedzeným||||2|Družstevná|Bratislava|['83104']|Slovenská republika|2014-12-09|
4669874|31818625|Nadácia SPP||Nadácia||||44/a|Mlynské nivy|Bratislava - mestská časť Ružinov|['82511']|Slovenská republika|2002-12-12|
204989|36835463|DREVEX EU, s.r.o.||Spoločnosť s ručením obmedzeným||||1870/45B|Bojnická cesta|Prievidza|['97101']|Slovenská republika|2007-09-20|
702807|46360379|RIZNER s. r. o.||Spoločnosť s ručením obmedzeným||||95||Lukavica|['08621']|Slovenská republika|2011-09-22|
10031431|52651258|doc. JUDr. Jozef Tekeli, PhD. & Associates, s. r. o.||Spoločnosť s ručením obmedzeným||||111/25|Hlavná|Košice - mestská časť Staré Mesto|['040 01']|Slovenská republika|2019-10-01|
4585732|17310598|SLOVGRAM, nezávislá spoločnosť výkonných umelcov a výrobcov zvukových a zvukovo-obrazových záznamov, Bratislava||Združenie (zväz, spolok, spoločnosť, klub ai.)||||14|Jakubovo námestie|Bratislava - mestská časť Staré Mesto|['81348']|Slovenská republika|1991-04-02|
4599692|42026652|Folklórny súbor ORGONINA z Vranova nad Topľou||Združenie (zväz, spolok, spoločnosť, klub ai.)||||87|Dr.C.Daxnera|Vranov nad Topľou|['09316']|Slovenská republika|2005-06-16|
9388627|00151742|Ministerstvo financií Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Staré Mesto, Štefanovičova 5, 81782, Slovenská republika|5|Štefanovičova|Bratislava - mestská časť Staré Mesto|['81782']|Slovenská republika|1991-10-25|
729054|36208086|OLHA TRADE, s.r.o.||Spoločnosť s ručením obmedzeným||||167||Kráľovce|['04444']|Slovenská republika|2001-07-23|
956598|31712312|Tempus - Car s.r.o.||Spoločnosť s ručením obmedzeným||||110|Rastislavova|Košice|['04001']|Slovenská republika|1995-08-15|
17526128|56054939|Elli consulting s. r. o.||Spoločnosť s ručením obmedzeným||||112||Arnutovce|['05313']|Slovenská republika|2024-02-02|
13697107|37801279|Katolícka univerzita v Ružomberku||Verejnoprávna inštitúcia||||1A|Hrabovská cesta|Ružomberok|['03401']|Slovenská republika|2000-07-01|
4582842|42247641|BEZPEČNE DO ŽIVOTA||Združenie (zväz, spolok, spoločnosť, klub ai.)||||||Zemplínska Široká|['07213']|Slovenská republika|2012-02-10|
16124777|54396913|ANMIPROJEKTY, s. r. o.||Spoločnosť s ručením obmedzeným||||811/13|Lúčna|Mokrance|['045 01']|Slovenská republika|2022-02-11|
17001438|55450776|Alphabet service s. r. o.||Spoločnosť s ručením obmedzeným||||3426/11C|Strojárenská|Košice - mestská časť Staré Mesto|['040 01']|Slovenská republika|2023-05-16|
15693880|||||||||||||2021-05-10|2024-03-02
9372960|00332763|Obec Rudlov||Obec (obecný úrad), mesto (mestský úrad)|||Rudlov, Rudlov 37|37|Rudlov|Rudlov|['09435']|Slovenská republika|1973-07-01|
10011580|52545075|LIPROX s. r. o.||Spoločnosť s ručením obmedzeným||||45A|Jenisejská|Košice - mestská časť Nad jazerom|['040 12']|Slovenská republika|2019-08-14|
796628|36583227|Art - Term s.r.o.||Spoločnosť s ručením obmedzeným||||1372/30|Cottbuská|Košice|['04011']|Slovenská republika|2004-08-18|
859384|36728489|SPEEDCOM s.r.o.||Spoločnosť s ručením obmedzeným||||23/4|Kláštorná|Brehov|['076 05']|Slovenská republika|2007-01-23|
15136885|37873385|Základná škola, Lúčna 827/26, Vranov nad Topľou||Rozpočtová organizácia||||26|Lúčna|Vranov nad Topľou||Slovenská republika|1998-02-01|
15787486|53695984|TENISOVÝ KLUB VRANOV||Združenie (zväz, spolok, spoločnosť, klub ai.)|||||Čemernianska|Vranov nad Topľou|['09303']|Slovenská republika|2021-06-21|
718542|44739753|JEDÁLEŇ - M.O., s.r.o.||Spoločnosť s ručením obmedzeným||||530|Hornádska|Spišské Bystré|['05918']|Slovenská republika|2009-04-17|
13543879|52969941|Spoločne za krajšiu Lomnicu||Združenie (zväz, spolok, spoločnosť, klub ai.)||||31|Porubská|Vranov nad Topľou|['09303']|Slovenská republika|2020-02-11|
810713|36179868|WINKLER, s.r.o.||Spoločnosť s ručením obmedzeným||||161|Lastomírska|Michalovce|['07101']|Slovenská republika|1997-12-15|
3436277|10737821|Ing.arch. Peter Doričko - PROINVEST||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||16|Botanická|Prešov|['08001']|Slovenská republika|1992-09-30|
690403|36467677|Banik a syn s.r.o.||Spoločnosť s ručením obmedzeným||||1106|Herlianska|Vranov nad Topľou|['09303']|Slovenská republika|2000-07-27|
739030|35783052|GastroRex, s.r.o.||Spoločnosť s ručením obmedzeným||||80|Mlynské Luhy|Bratislava II|['82105']|Slovenská republika|2000-03-06|
520241|36597007|||Spoločnosť s ručením obmedzeným|||||||||2005-09-01|2023-10-14
15972544|54228573|Generali Poisťovňa, pobočka poisťovne z iného členského štátu||Nešpecifikovaná právna forma||||3/A|Lamačská cesta|Bratislava - mestská časť Karlova Ves|['84104']|Slovenská republika|2021-11-11|
777858|36457728|ZEOCEM s.r.o.||Spoločnosť s ručením obmedzeným||||282/1|Prešovská|Bystré|['09434']|Slovenská republika|1998-10-12|
1683228|40068617|Zdeno Mišutka||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Hvozdnica|['01356']|Slovenská republika|2003-06-01|
9370406|00332267|Obec Benkovce||Obec (obecný úrad), mesto (mestský úrad)|||Benkovce, Hlavná 22/50, 09402, Slovenská republika|50|Hlavná|Benkovce|['09402']|Slovenská republika|1973-07-01|
613173|36463116|ALDA Vranov n.T., s.r.o.||Spoločnosť s ručením obmedzeným||||67||Hudcovce|['06745']|Slovenská republika|1999-09-29|
9663766|51865467|Stredoslovenská energetika, a. s.||Akciová spoločnosť||||8591/4B|Pri Rajčianke|Žilina|['010 47']|Slovenská republika|2018-08-03|
9372026|00325490|Mesto Michalovce||Obec (obecný úrad), mesto (mestský úrad)|||Michalovce, Nám. osloboditeľov 1015/30, časť obce: Michalovce, 07101, Slovenská republika|30|Nám. osloboditeľov|Michalovce|['07101']|Slovenská republika|1973-07-01|
9188746|50916173|Mgr. Tomáš Balogh||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||29|Vyšné Hágy|Vysoké Tatry|['05984']|Slovenská republika|2017-05-22|
9613441|00179221|Ústredný zväz židovských náboženských obcí v Slovenskej republike||Cirkevná organizácia|||Bratislava - mestská časť Staré Mesto, Panenská 653/4, 81103, Slovenská republika|4|Panenská|Bratislava - mestská časť Staré Mesto|['81103']|Slovenská republika|1976-12-31|
913874|31373461|Universal Music, s.r.o.||Spoločnosť s ručením obmedzeným||||10|Twin City Tower, Mlynské nivy|Bratislava - mestská časť Ružinov|['821 09']|Slovenská republika|1994-06-13|
4775613|48309893|PROFIL INVEST TWO s.r.o.||Spoločnosť s ručením obmedzeným||||1250|Staničná|Vranov nad Topľou|['09301']|Slovenská republika|2015-10-24|
624213|36839051|Inžinierska agentúra, s. r. o.||Spoločnosť s ručením obmedzeným||||1210|Duklianskych hrdinov|Vranov nad Topľou|['09301']|Slovenská republika|2007-09-27|
4658896|35519428|TJ Turbína Hlinné||Združenie (zväz, spolok, spoločnosť, klub ai.)||||||Hlinné|['09435']|Slovenská republika|1990-07-24|
14772939|53248376|Eurofins Environment Testing Slovakia s.r.o.||Spoločnosť s ručením obmedzeným||||820/36|Robotnícka|Turčianske Teplice|['039 01']|Slovenská republika|2020-08-25|
752605|31686974|GRUND VRANOV N.T., s.r.o.||Spoločnosť s ručením obmedzeným||||934/16|Makovická|Vranov nad Topľou|['09301']|Slovenská republika|1994-03-15|
17206682|55643353|AKP ateliér s.r.o.||Spoločnosť s ručením obmedzeným||||6737/21|Rudohorská|Banská Bystrica|['974 11']|Slovenská republika|2023-08-02|
778462|36460141|O.S.V.O. comp, a.s.||Akciová spoločnosť||||18|Strojnícka|Prešov|['08001']|Slovenská republika|1999-03-31|
687526|36457817|RASLEN, spol. s r.o.||Spoločnosť s ručením obmedzeným||||48||Soľ|['09435']|Slovenská republika|1998-10-16|
910556|36590134|JANEKO s.r.o.||Spoločnosť s ručením obmedzeným||||188/15|Hurbanova|Trebišov|['07501']|Slovenská republika|2005-02-23|
12557165|52952134|Mgr. Michal Švábik - EUROFONDY||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Nižný Hrušov|['09422']|Slovenská republika|2020-02-11|
1022198|31364501|Železnice Slovenskej republiky||Nešpecifikovaná právna forma||||8|Klemensova|Bratislava|['81361']|Slovenská republika|1993-12-31|
9642750|||||||||||||2011-01-01|2023-01-31
544820|36622524|MB TECH BB s.r.o.||Spoločnosť s ručením obmedzeným||||15449/2|Priemyselná ulica|Banská Bystrica|['97401']|Slovenská republika|2003-12-30|
613317|44886021|DAG SLOVAKIA, a. s.||Akciová spoločnosť||||9|Volgogradská|Prešov|['08001']|Slovenská republika|2009-07-24|
9370592|00332313|Obec Čierne nad Topľou||Obec (obecný úrad), mesto (mestský úrad)|||Čierne nad Topľou, Čierne nad Topľou 232|232|Čierne nad Topľou|Čierne nad Topľou|['09434']|Slovenská republika|1973-07-01|
8888737|50530950|JRK Slovensko s.r.o.||Spoločnosť s ručením obmedzeným||||3|Staromestská|Bratislava - mestská časť Staré Mesto|['811 03']|Slovenská republika|2016-10-25|
850918|31362044|LMM, spol. s r.o.||Spoločnosť s ručením obmedzeným||||73/A|Mlynské Nivy|Bratislava - mestská časť Ružinov|['82105']|Slovenská republika|1993-11-02|
661680|46754768|ESPIK Group s.r.o.||Spoločnosť s ručením obmedzeným||||133||Orlov|['06543']|Slovenská republika|2012-07-21|
4676699|00584614|Združenie miest a obcí Slovenska||Záujmové združenie právnických osôb||||9|Bezručova|Bratislava - mestská časť Staré Mesto|['81109']|Slovenská republika|1994-07-20|
352311|36746045|3W Slovakia, s.r.o.||Spoločnosť s ručením obmedzeným||||589|Melčice|Melčice-Lieskové|['91305']|Slovenská republika|2007-03-01|
9646796|00179094|Košická arcidiecéza||Cirkevná organizácia|||Košice - mestská časť Staré Mesto, Hlavná 17/28, 04001, Slovenská republika|28|Hlavná|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|1976-12-31|
4727675|37941470|FORTIS PROJECT||Združenie (zväz, spolok, spoločnosť, klub ai.)|||||P. Z. Vrbického|Štrba|['05938']|Slovenská republika|2004-05-28|
239970|44915853|ABEEX s.r.o.||Spoločnosť s ručením obmedzeným||||468/467|Majerská|Veľké Ripňany|['95607']|Slovenská republika|2009-08-26|
927601|48303836|G.L.S. Building service s.r.o.||Spoločnosť s ručením obmedzeným||||140|Petrovce nad Laborcom|Petrovce nad Laborcom|['07101']|Slovenská republika|2015-09-15|
4641343|17076161|Vranovský stolnotenisový klub Vranov nad Topľou||Združenie (zväz, spolok, spoločnosť, klub ai.)||||1B|B. Němcovej|Vranov nad Topľou|['09301']|Slovenská republika|1991-03-13|
704748|44617666|FREEBEX s.r.o.||Spoločnosť s ručením obmedzeným||||1019|Herlianska|Vranov nad Topľou|['09303']|Slovenská republika|2009-02-04|
444604|31643949|UNIAGRO, s.r.o.||Spoločnosť s ručením obmedzeným||||126|SNP|Zvolenská Slatina|['96201']|Slovenská republika|1996-01-30|
16154713|54383391|EZ Control s. r. o.||Spoločnosť s ručením obmedzeným||||817/16|M. R. Štefánika|Nové Mesto nad Váhom|['91501']|Slovenská republika|2022-03-03|
729376|45482349|RYTMUS – Computer & music world s.r.o.||Spoločnosť s ručením obmedzeným||||904/11|8. mája|Ľubica|['05971']|Slovenská republika|2010-04-10|
653240|36455385|Š - AUTOSERVIS Vranov, s.r.o.||Spoločnosť s ručením obmedzeným||||5|Požiarnická|Stropkov|['09101']|Slovenská republika|1998-05-19|
6083758|50068849|MP Profit PB, s.r.o.||Spoločnosť s ručením obmedzeným||||712/25|Hliníky|Považská Bystrica|['01701']|Slovenská republika|2015-12-09|
645877|46461825|SIMEL-VT s.r.o.||Spoločnosť s ručením obmedzeným||||97/85|Hlavná|Vechec|['09412']|Slovenská republika|2011-12-10|
710632|31714030|EKOSERVIS SLOVENSKO s.r.o.||Spoločnosť s ručením obmedzeným||||126|Stredná|Veľký Slavkov|['05991']|Slovenská republika|1995-09-26|
3210010|34906231|Magdaléna Kokoruďová - REPROS||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||107B|Fintická|Prešov|['08006']|Slovenská republika|1997-06-01|
9369888|00328758|Mesto Rožňava||Obec (obecný úrad), mesto (mestský úrad)|||Rožňava, Šafárikova 499/29, 04801, Slovenská republika|29|Šafárikova|Rožňava|['04801']|Slovenská republika|1973-07-01|
2692730|33271887|Ing. Michal Dvorjak||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Čierne nad Topľou|['09434']|Slovenská republika|1994-03-03|
13635767|53044703|Zariadenie pre seniorov Minor, n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||25|Nám. Čsl. Arm.|Zborov|['08633']|Slovenská republika|2020-04-06|
570956|36057487|MMJ Trade s.r.o.||Spoločnosť s ručením obmedzeným||||143/16|Dukelských hrdinov|Zvolen|['96001']|Slovenská republika|2002-12-05|
666707|36454842|JL international s. r. o.||Spoločnosť s ručením obmedzeným||||1937|Sládkovičova|Hencovce|['09302']|Slovenská republika|1998-04-07|
9388953|30798841|Centrum právnej pomoci||Rozpočtová organizácia|||Bratislava - mestská časť Staré Mesto, Námestie slobody 2906/12, 81005, Slovenská republika|12|Námestie slobody|Bratislava - mestská časť Staré Mesto|['81005']|Slovenská republika|1997-01-01|
8761401|50471490|KCI TECH, s.r.o.||Spoločnosť s ručením obmedzeným||||3418/3|Hutnícka|Spišská Nová Ves|['052 01']|Slovenská republika|2016-08-31|
8788079|50485121|RM - DEVELOPER s.r.o.||Spoločnosť s ručením obmedzeným||||272|Veľké Zalužice|Zalužice|['072 34']|Slovenská republika|2016-09-13|
691082|47691859|EM - SA s.r.o.||Spoločnosť s ručením obmedzeným||||52|Na hrunku|Vranov nad Topľou|['09301']|Slovenská republika|2014-02-21|
9306102|51075709|M&D STAV, s.r.o.||Spoločnosť s ručením obmedzeným||||2|K Surdoku|Prešov|['08001']|Slovenská republika|2017-08-26|
9971534|52436411|Alphabet partner s.r.o.||Spoločnosť s ručením obmedzeným||||3426/11C|Strojárenská|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|2019-06-27|
9838231|52312771|HONESTUM, n.o.||Nezisková organizácia poskytujúca všeobecne prospešné služby||||4|Domašská|Vranov nad Topľou|['09301']|Slovenská republika|2019-03-20|
9063387|50636561|OZ Mažoretky VARANOVIA||Združenie (zväz, spolok, spoločnosť, klub ai.)||||1336|Základná škola, Sídlisko II|Vranov nad Topľou|['09301']|Slovenská republika|2016-12-23|
9388792|35541016|Košický samosprávny kraj||Samosprávny kraj (úrad samosprávneho kraja)|||Košice - mestská časť Staré Mesto, Nám. Maratónu Mieru 68/1|1|Nám. Maratónu Mieru|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|2002-01-01|
4691188|30789214|Nadácia COOP Jednota||Nadácia||||25|Bajkalská|Bratislava - mestská časť Ružinov|['82718']|Slovenská republika|2001-10-10|
654400|45680540|MRAMED s.r.o.||Spoločnosť s ručením obmedzeným||||1213/30|Sídlisko II.|Vranov nad Topľou|['09301']|Slovenská republika|2015-06-11|
9111753|50747282|Slovak assistance s.r.o.||Spoločnosť s ručením obmedzeným||||15|Mlynárska|Košice - mestská časť Juh|['04001']|Slovenská republika|2017-03-01|
9388674|00156621|Ministerstvo pôdohospodárstva a rozvoja vidieka Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Staré Mesto, Dobrovičova 12, 81266, Slovenská republika|12|Dobrovičova|Bratislava - mestská časť Staré Mesto|['81266']|Slovenská republika|1972-01-01|
16111363|54385067|Matejovský Zámoček s. r. o.||Spoločnosť s ručením obmedzeným||||1492/2|Staničná|Poprad|['05951']|Slovenská republika|2022-02-01|
338626|36763977|||Spoločnosť s ručením obmedzeným|||||||||2007-04-12|2021-12-07
616967|31684343|BETPRES, s.r.o.||Spoločnosť s ručením obmedzeným||||1698|Boženy Němcovej|Vranov nad Topľou|['09301']|Slovenská republika|1994-01-27|
4689934|31948138|TJ Družstevník Tovarné||Združenie (zväz, spolok, spoločnosť, klub ai.)||||||Tovarné|['09401']|Slovenská republika|1990-07-24|
9625298|50349287|Ministerstvo investícií, regionálneho rozvoja a informatizácie Slovenskej republiky||Rozpočtová organizácia|||Bratislava - mestská časť Staré Mesto, Pribinova 4195/25, 81109, Slovenská republika|25|Pribinova|Bratislava - mestská časť Staré Mesto|['81109']|Slovenská republika|2016-06-01|
2762052|43559735|Ľuboš Pauko||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||99|Mlynská|Vranov nad Topľou|['09301']|Slovenská republika|2007-05-01|
6492420|50139088|eSYST s.r.o.||Spoločnosť s ručením obmedzeným||||289/2|Fraňa Mráza|Žilina|['01001']|Slovenská republika|2016-01-27|
666311|36487104|Next Team, s.r.o.||Spoločnosť s ručením obmedzeným||||48|Budovateľská|Prešov|['08001']|Slovenská republika|2003-07-29|
15998490|54224799|Osobnyudaj.sk - KB III, s.r.o.||Spoločnosť s ručením obmedzeným||||3/A|Námestie osloboditeľov|Košice - mestská časť Staré Mesto|['040 01']|Slovenská republika|2021-11-25|
650605|46075844|ASFALTER, s.r.o.||Spoločnosť s ručením obmedzeným||||6173/144|Levočská|Prešov|['08001']|Slovenská republika|2011-03-12|
1449095|17241979|Ing. arch. Dušan Hudec - Projektová kancelária URBAN TRADE||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||45|Letná|Košice - mestská časť Sever|['04001']|Slovenská republika|1992-09-20|
759817|31660215|LINE, s.r.o.||Spoločnosť s ručením obmedzeným||||19|Pod Kalváriou|Prešov|['08001']|Slovenská republika|1992-10-20|
4338077|47363959|Ing. Igor Kmeť - ekomap||Podnikateľ-fyzická osoba-nezapísaný v obchodnom registri||||||Pavlova Ves|['03221']|Slovenská republika|2013-08-01|
647323|44104944|EL PRO KAN, s. r. o.||Spoločnosť s ručením obmedzeným||||212/181|M. R. Štefánika|Vranov nad Topľou|['09301']|Slovenská republika|2008-04-10|
193867|31388841|Viessmann, s.r.o.||Spoločnosť s ručením obmedzeným||||30/A|Ivanská cesta|Bratislava - mestská časť Ružinov|['821 04']|Slovenská republika|1995-02-08|
4691323|42344344|Miestna akčná skupina Slanské vrchy - Topľa||Združenie (zväz, spolok, spoločnosť, klub ai.)||||3|Mierová|Hanušovce nad Topľou|['09431']|Slovenská republika|2013-11-28|
9587195|51728842|OROS & Partners s.r.o.||Spoločnosť s ručením obmedzeným||||7|Hviezdoslavova|Košice - mestská časť Staré Mesto|['04001']|Slovenská republika|2018-05-12|
777878|31662919|SCORP, spol. s r.o.||Spoločnosť s ručením obmedzeným||||7|Jaroslawska|Michalovce|['07101']|Slovenská republika|1992-12-04|
8502916|50409743|FUN & PLAY s. r. o.||Spoločnosť s ručením obmedzeným||||403/5|Kvetná|Stropkov|['091 01']|Slovenská republika|2016-07-12|
